,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,Category_Furniture,Category_Office Supplies,Category_Technology,Sub-Category_Accessories,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables
3288,1291,CA-2019-163384,10-11-2019,12-11-2019,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,4.4604,,COD,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3289,1292,CA-2019-163384,10-11-2019,12-11-2019,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-PA-10003172,Xerox 1996,32.4,5,15.552,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3290,2341,CA-2019-137736,10-11-2019,15-11-2019,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,South,OFF-AR-10004999,Newell 315,41.86,7,10.465,,Online,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3291,2868,CA-2019-115588,10-11-2019,12-11-2019,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,OFF-SU-10001225,Staple remover,14.72,5,-3.312,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3292,2869,CA-2019-115588,10-11-2019,12-11-2019,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,38.976,3,-2.436,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3293,3634,CA-2019-145177,10-11-2019,14-11-2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-LA-10001613,Avery File Folder Labels,9.216,4,3.3408,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3294,3636,CA-2019-145177,10-11-2019,14-11-2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-PA-10004039,Xerox 1882,89.568,2,32.4684,,COD,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3295,3638,CA-2019-145177,10-11-2019,14-11-2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,4,29.302,,COD,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3296,3640,CA-2019-145177,10-11-2019,14-11-2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-PA-10000682,Xerox 1924,4.624,1,1.6762,,COD,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3297,3642,CA-2019-145177,10-11-2019,14-11-2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,69.888,7,-46.592,,Cards,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3298,4512,CA-2019-119935,10-11-2019,14-11-2019,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,Central,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,39.3408,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3299,4863,CA-2019-125164,10-11-2019,14-11-2019,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,East,OFF-BI-10001191,Canvas Sectional Post Binders,20.368,1,7.3834,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3300,5043,CA-2019-158694,10-11-2019,13-11-2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,129.92,4,38.976,,Cards,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3301,5046,CA-2019-158694,10-11-2019,13-11-2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-ST-10001496,Standard Rollaway File with Lock,720.76,4,187.3976,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3302,5047,CA-2019-158694,10-11-2019,13-11-2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,5.184,3,1.8144,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3303,5048,CA-2019-158694,10-11-2019,13-11-2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-AR-10001227,Newell 338,14.7,5,3.969,,Online,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3304,8374,CA-2019-152940,10-11-2019,13-11-2019,First Class,RO-19780,Rose O'Brian,Consumer,United States,San Francisco,California,West,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,29.74,1,4.461,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3305,1781,CA-2019-124667,11-11-2019,16-11-2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,East,OFF-ST-10002276,Safco Steel Mobile File Cart,83.36,1,20.84,,COD,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3306,4725,CA-2019-131968,11-11-2019,15-11-2019,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,South,OFF-BI-10002852,Ibico Standard Transparent Covers,9.888,2,-6.9216,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3307,4726,CA-2019-131968,11-11-2019,15-11-2019,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,South,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,3,50.3658,,Cards,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3308,7030,CA-2019-145548,11-11-2019,16-11-2019,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,East,OFF-ST-10002562,Staple magnet,28.14,3,7.8792,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3309,7032,CA-2019-145548,11-11-2019,16-11-2019,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,East,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",92.94,3,25.0938,,COD,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3310,7034,CA-2019-145548,11-11-2019,16-11-2019,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,East,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.008,3,17.19,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3311,7035,CA-2019-145548,11-11-2019,16-11-2019,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,East,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,3,11.4504,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3312,8122,CA-2019-116722,11-11-2019,16-11-2019,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,West,OFF-BI-10001890,Avery Poly Binder Pockets,31.504,11,11.0264,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3313,9400,CA-2019-103128,11-11-2019,15-11-2019,Standard Class,SC-20845,Sung Chung,Consumer,United States,Arlington Heights,Illinois,Central,OFF-AR-10003394,Newell 332,14.112,6,1.2348,,COD,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3314,1074,CA-2019-134348,12-11-2019,19-11-2019,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,West,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,6.27,5,-4.598,,Cards,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3315,1075,CA-2019-134348,12-11-2019,19-11-2019,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,West,OFF-BI-10004967,Round Ring Binders,4.368,7,-3.3488,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3316,1137,CA-2019-152170,12-11-2019,15-11-2019,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,129.384,,Online,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3317,1138,CA-2019-152170,12-11-2019,15-11-2019,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,10.5504,,Online,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3318,1140,CA-2019-152170,12-11-2019,15-11-2019,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-AR-10003394,Newell 332,20.58,7,5.5566,,Cards,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3319,1141,CA-2019-152170,12-11-2019,15-11-2019,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-BI-10002072,Cardinal Slant-D Ring Binders,17.38,2,8.69,,COD,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3320,6112,CA-2019-124590,12-11-2019,16-11-2019,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,East,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096,2,33.0288,,Cards,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3321,6113,CA-2019-124590,12-11-2019,16-11-2019,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,East,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,16.752,6,5.4444,,Online,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3322,1001,CA-2019-155488,13-11-2019,17-11-2019,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,West,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,11.4452,,COD,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3323,1478,CA-2019-121958,13-11-2019,17-11-2019,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Thomasville,North Carolina,South,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7,5.8653,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3324,3260,US-2019-162103,13-11-2019,17-11-2019,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,Central,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,-4.704,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3325,4627,CA-2019-101336,13-11-2019,18-11-2019,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,East,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,20.163,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3326,4628,CA-2019-101336,13-11-2019,18-11-2019,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,East,OFF-ST-10000876,Eldon Simplefile Box Office,24.88,2,6.9664,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3327,4629,CA-2019-101336,13-11-2019,18-11-2019,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,East,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,5,39.41,,Online,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3328,4630,CA-2019-101336,13-11-2019,18-11-2019,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,East,OFF-ST-10004258,Portable Personal File Box,36.63,3,9.8901,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3329,6118,US-2019-113677,13-11-2019,19-11-2019,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,East,OFF-LA-10001569,Avery 499,14.94,3,6.8724,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3330,2504,CA-2019-149482,14-11-2019,19-11-2019,Standard Class,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,West,OFF-LA-10000248,Avery 52,7.38,2,3.4686,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3331,4530,CA-2019-134691,14-11-2019,18-11-2019,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Houston,Texas,Central,OFF-BI-10002393,Binder Posts,2.296,2,-3.9032,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3332,4532,CA-2019-118759,14-11-2019,17-11-2019,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,East,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",40.44,3,10.5144,,COD,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3333,6030,US-2019-112970,14-11-2019,15-11-2019,First Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,West,OFF-AR-10003829,Newell 35,9.84,3,2.8536,,Online,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3334,9179,CA-2019-166618,14-11-2019,18-11-2019,Standard Class,DP-13000,Darren Powers,Consumer,United States,New York City,New York,East,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,1,6.149,,Online,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3335,163,CA-2019-154508,16-11-2019,20-11-2019,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,West,OFF-EN-10001990,Staple envelope,28.4,5,13.348,,Online,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3336,8567,CA-2019-134110,17-11-2019,18-11-2019,First Class,BG-11035,Barry Gonzalez,Consumer,United States,The Colony,Texas,Central,OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",15.232,4,5.5216,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3337,8666,CA-2019-118500,17-11-2019,18-11-2019,First Class,HJ-14875,Heather Jas,Home Office,United States,San Francisco,California,West,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,49.5,5,13.365,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3338,2511,CA-2019-136812,18-11-2019,23-11-2019,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,Central,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,55.896,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3339,3948,CA-2019-119963,18-11-2019,22-11-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,OFF-AR-10003514,4009 Highlighters by Sanford,6.368,2,1.0348,,COD,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3340,3949,CA-2019-119963,18-11-2019,22-11-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848,2,15.8756,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3341,3950,CA-2019-119963,18-11-2019,22-11-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,Central,OFF-PA-10001970,Xerox 1881,19.648,2,6.6312,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3342,4375,CA-2019-158575,18-11-2019,24-11-2019,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Kent,Ohio,East,OFF-AP-10002998,Holmes 99% HEPA Air Purifier,103.968,6,16.8948,,Online,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3343,4961,CA-2019-166226,18-11-2019,22-11-2019,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,West,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,67.84,1,18.3168,,COD,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3344,681,CA-2019-164511,19-11-2019,24-11-2019,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-BI-10003305,Avery Hanging File Binders,14.352,3,4.6644,,Online,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3345,682,CA-2019-164511,19-11-2019,24-11-2019,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,64.96,2,2.5984,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3346,683,CA-2019-164511,19-11-2019,24-11-2019,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10004507,Advantus Rolling Storage Box,68.6,4,18.522,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3347,1106,US-2019-110156,19-11-2019,24-11-2019,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-ST-10000642,"Tennsco Lockers, Gray",100.704,6,-16.3644,,COD,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3348,1109,US-2019-110156,19-11-2019,24-11-2019,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-FA-10003495,Staples,58.368,12,21.888,,Online,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3349,1110,US-2019-110156,19-11-2019,24-11-2019,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,13.8267,,Online,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3350,1112,US-2019-110156,19-11-2019,24-11-2019,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-PA-10004735,Xerox 1905,10.368,2,3.6288,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3351,1113,US-2019-110156,19-11-2019,24-11-2019,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,1.192,2,-2.0264,,Cards,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3352,1475,CA-2019-113138,19-11-2019,25-11-2019,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,OFF-AR-10003770,Newell 340,17.28,6,5.0112,,Online,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3353,1476,CA-2019-113138,19-11-2019,25-11-2019,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,OFF-BI-10000320,GBC Plastic Binding Combs,17.712,3,6.4206,,COD,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3354,5236,CA-2019-111143,19-11-2019,22-11-2019,First Class,TT-21265,Tim Taslimi,Corporate,United States,Indianapolis,Indiana,Central,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96,3,15.9384,,Cards,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3355,6029,CA-2019-157364,19-11-2019,21-11-2019,First Class,LT-17110,Liz Thompson,Consumer,United States,Jacksonville,North Carolina,South,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,18.48,2,6.006,,Cards,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3356,8323,CA-2019-130778,19-11-2019,25-11-2019,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Long Beach,New York,East,OFF-AP-10000595,Disposable Triple-Filter Dust Bags,8.74,2,2.2724,,Online,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3357,159,CA-2019-114104,20-11-2019,24-11-2019,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,Central,OFF-LA-10002475,Avery 519,14.62,2,6.8714,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3358,290,CA-2019-110772,20-11-2019,24-11-2019,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,OFF-FA-10002983,Advantus SlideClip Paper Clips,19.096,7,6.6836,,Cards,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3359,291,CA-2019-110772,20-11-2019,24-11-2019,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,OFF-LA-10004689,Avery 512,18.496,8,6.2424,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3360,1035,CA-2019-109820,20-11-2019,22-11-2019,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10003460,Acco 3-Hole Punch,2.628,2,-1.9272,,Cards,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3361,4408,CA-2019-100041,20-11-2019,25-11-2019,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,Indiana,Central,OFF-PA-10000418,Xerox 189,314.55,3,150.984,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3362,4409,CA-2019-100041,20-11-2019,25-11-2019,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Columbus,Indiana,Central,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,1,2.3077,,Cards,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3363,5398,CA-2019-145492,20-11-2019,27-11-2019,Standard Class,MC-17605,Matt Connell,Corporate,United States,Los Angeles,California,West,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39.0,12,11.31,,Online,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3364,6493,CA-2019-113845,20-11-2019,25-11-2019,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,Florida,South,OFF-ST-10003327,Akro-Mils 12-Gallon Tote,39.72,5,4.4685,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3365,5892,CA-2019-146157,21-11-2019,26-11-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",21.568,2,1.6176,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3366,5983,CA-2019-114895,21-11-2019,28-11-2019,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,East,OFF-PA-10000232,Xerox 1975,12.96,2,6.3504,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3367,9216,CA-2019-152646,21-11-2019,26-11-2019,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,West,OFF-PA-10004451,Xerox 222,32.4,5,15.552,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3368,1289,CA-2019-154711,22-11-2019,26-11-2019,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,4.1148,,COD,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3369,1290,CA-2019-154711,22-11-2019,26-11-2019,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,OFF-AR-10001860,BIC Liqua Brite Liner,20.82,3,7.4952,,Online,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3370,2774,CA-2019-131576,22-11-2019,26-11-2019,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10002852,Ibico Standard Transparent Covers,49.44,3,24.2256,,COD,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3371,6084,US-2019-132577,22-11-2019,27-11-2019,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,OFF-AR-10003481,Newell 348,23.616,9,2.6568,,Online,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3372,6086,US-2019-132577,22-11-2019,27-11-2019,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,OFF-LA-10000262,Avery 494,2.088,1,0.6786,,Online,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3373,2919,CA-2019-160129,23-11-2019,23-11-2019,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,15.8,5,2.37,,COD,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3374,1060,CA-2019-105284,24-11-2019,01-12-2019,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10001754,Stockwell Gold Paper Clips,4.416,3,1.6008,,COD,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3375,1398,CA-2019-124485,24-11-2019,26-11-2019,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,OFF-PA-10004971,Xerox 196,11.56,2,5.6644,,COD,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3376,1664,CA-2019-128531,24-11-2019,26-11-2019,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,Central,OFF-ST-10001325,Sterilite Officeware Hinged File Box,41.92,5,3.668,,Cards,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
